33	284	70	397	1
586	416	631	533	2
168	121	201	211	4
378	319	421	427	5
660	245	695	352	6
831	199	871	303	7
300	381	335	485	8
512	39	545	135	9
654	498	689	539	12
689	294	724	421	13
503	152	537	252	14
384	135	417	237	15
919	228	951	307	16
597	336	652	450	17
260	71	290	158	19
415	149	446	248	23
721	508	763	539	28
