33	291	70	406	1
582	412	626	527	2
373	507	407	539	3
166	118	200	209	4
374	319	419	430	5
662	245	697	351	6
824	194	864	298	7
301	382	336	483	8
511	39	543	131	9
650	492	688	539	12
689	294	723	419	13
500	156	534	252	14
384	132	418	236	15
913	219	948	310	16
580	321	632	431	17
207	82	243	181	18
260	77	290	159	19
416	149	446	248	23
