34	281	72	394	1
591	414	639	538	2
169	126	202	216	4
378	316	420	426	5
660	244	695	352	6
836	204	876	308	7
515	45	548	140	9
654	502	688	539	12
690	298	723	419	13
505	147	539	245	14
384	135	417	238	15
926	231	956	304	16
617	347	668	455	17
416	150	445	248	23
803	130	834	222	24
492	460	538	539	26
506	410	558	528	31
