33	294	70	410	1
580	408	626	526	2
375	506	410	539	3
166	119	199	208	4
371	318	418	433	5
663	244	698	351	6
823	191	863	298	7
300	383	335	483	8
510	38	541	128	9
600	506	639	539	10
648	490	687	539	12
689	294	723	418	13
499	156	533	252	14
384	133	418	236	15
911	217	947	309	16
575	318	626	424	17
206	82	243	184	18
261	80	290	159	19
