33	286	69	398	1
585	416	630	533	2
168	120	201	211	4
377	319	420	428	5
661	245	696	352	6
828	200	868	305	7
300	381	335	485	8
511	39	543	131	9
653	496	689	539	12
689	294	724	421	13
502	154	536	252	14
384	135	417	236	15
916	225	949	310	16
592	329	644	438	17
259	71	291	160	19
416	149	446	248	23
795	125	825	214	24
500	463	544	538	26
721	508	763	539	28
