40	268	77	377	1
592	429	638	538	2
176	128	209	219	4
374	310	415	427	5
661	245	695	351	6
846	216	890	324	7
302	377	335	475	8
519	50	553	145	9
662	511	692	539	12
690	295	724	419	13
512	147	545	241	14
383	134	417	238	15
930	241	959	312	16
647	372	698	479	17
415	150	445	248	23
805	138	837	232	24
478	456	527	539	26
501	404	557	531	31
