34	282	71	396	1
590	417	636	536	2
168	124	201	215	4
379	318	421	426	5
660	244	695	352	6
835	202	875	306	7
300	380	334	482	8
513	44	547	139	9
654	501	688	539	12
689	294	724	420	13
505	150	539	246	14
384	135	417	237	15
925	230	955	305	16
609	343	663	458	17
259	70	290	157	19
415	149	446	248	23
494	461	539	539	26
503	412	558	536	31
