40	267	78	378	1
593	431	638	538	2
179	129	212	221	4
373	309	413	423	5
661	245	695	351	6
853	217	898	330	7
304	375	336	474	8
520	55	553	144	9
690	299	723	418	13
517	144	549	239	14
383	135	416	239	15
658	382	710	489	17
416	150	446	248	23
806	138	838	234	24
475	456	523	539	26
501	400	558	530	31
859	110	885	200	35
930	110	955	197	36
