32	297	69	414	1
579	404	626	523	2
378	500	419	539	3
163	116	196	205	4
368	321	414	434	5
663	242	697	347	6
818	189	858	294	7
301	383	335	483	8
507	34	539	126	9
596	504	638	539	10
645	486	687	539	12
690	295	723	417	13
497	158	530	254	14
383	130	418	238	15
907	216	942	305	16
565	309	616	412	17
205	85	243	192	18
261	85	289	160	19
